Viscosity in mN * s * m-2

Salt,Composition range,Data type,T min (K),T max (K),Uncertainty,Data 1,Data 2,Data 3,Data 4,Data 5,Comment,Formatting comment
CsCl-KCl,0-100,+E,1053,1203,,0.054,26878.47,,,,"For 100% KCl, the departures from the recommended data set are: 1053 K 7.9%, 1162 K 5.8%.",
CsCl-KCl,25-75,+E,983,1083,,0.055,26192.28,,,,,
CsCl-KCl,50-50,+E,898,1103,,0.058,25560.48,,,,,
CsCl-KCl,75-25,+E,913,1083,,0.064,24853.38,,,,,
CsCl-KCl,100-0,+E,963,1083,,0.084,22552.14,,,,"For 100% CsCl, the departures from the recommended data set are: 963 K 2.9%, 1072 K 4.2%.",
CsCl-LaCl3,0.0-100.0,+E,1150,1240,,0.00984,61851.01,,,,"For 100% LaCl3, the departures from the recommended data set are: 1190 K, -0.6%, 1240 K, -3.4%.",
CsCl-LaCl3,10.3-89.7,+E,1140,1210,,0.01403,55936.83,,,,,
CsCl-LaCl3,22.0-78.0,+E,1070,1220,,0.02951,46556.15,,,,,
CsCl-LaCl3,35.0-65.0,+E,1060,1180,,0.03436,43033.16,,,,,
CsCl-LaCl3,47.7-52.3,+E,1070,1180,,0.04018,39547.83,,,,,
CsCl-LaCl3,60.2-39.8,+E,1060,1170,,0.05585,34284.27,,,,,
CsCl-LaCl3,73.5-26.5,+E,1070,1160,,0.05943,31472.57,,,,,
CsCl-LaCl3,87.3-12.7,+E,1060,1160,,0.02944,23623.26,,,,,
CsCl-LaCl3,100-0,+E,930,1030,,0.03448,28342.89,,,,"For 100% CsCl, the departures from the recommended data set are: 935 K, -11.4%, 1030 K, -16.2%.",
CsCl-LiCl,0-100,+E,893,1083,,0.05,25941.23,,,,"For 100% LiCl, the departures from the recommended data set are: 893 K 15.6%, 1083 K -1.5%.",
CsCl-LiCl,0-100,+E,930,1060,,0.044257,26694.37,,,,"For 100% LiCl, the departures from the recommended data set are: 930 K, +8.5%,1060 K, -3.2%.",
CsCl-LiCl,25-75,+E,903,1083,,0.088,20439.18,,,,,
CsCl-LiCl,30-70,+E,840,1050,,0.058263,23388.95,,,,,
CsCl-LiCl,45-55,+E,840,1060,,0.042181,26317.8,,,,,
CsCl-LiCl,50-50,+E,913,1093,,0.068,23221.59,,,,,
CsCl-LiCl,60-40,+E,920,1020,,0.034348,28284.31,,,,,
CsCl-LiCl,70-30,+E,870,1060,,0.041733,26819.89,,,,,
CsCl-LiCl,75-25,+E,830,1060,,0.040057,27070.93,,,,,
CsCl-LiCl,75-25,+E,908,1083,,0.061,24476.81,,,,,
CsCl-LiCl,80-20,+E,890,1060,,0.049971,25439.15,,,,,
CsCl-LiCl,90-10,+E,910,1070,,0.05926,24602.33,,,,,
CsCl-LiCl,100-0,+E,930,1030,,0.034478,28242.47,,,,"For 100% CsCl, the departures from the recommended data set are: 930 K, -12%, 1030 K, -17%.",
CsCl-LiCl,100-0,+E,963,1083,,0.084,22552.14,,,,"For 100% CsCl, the departures from the recommended data set are: 963 K 2.9%, 1072 K 4.2%.",
CsCl-RbCl,0-100,+E,1013,1113,,0.072,24602.33,,,,"For 100% RbCl, the departures from the recommended data set are: 1023 K 3.7%, 1113 K 3.8%.",
CsCl-RbCl,50-50,+E,943,1118,,0.063,25200.65,,,,,
CsCl-RbCl,100-0,+E,963,1083,,0.084,22552.14,,,,"For 100% CsCl, the departures from the recommended data set are: 963 K 2.9%, 1072 K 4.2%.",
CsCl-ZnCl2,5.6-94.4,+E,593,726,,3.961E-4,67497.42,,,,,
CsCl-ZnCl2,12.0-88.0,+E,576,687,,0.001314,56164.86,,,,,
CsCl-ZnCl2,19.3-80.7,+E,555,638,,0.00271,47593.38,,,,,
CsCl-ZnCl2,26.1-73.9,+E,549,596,,0.005044,42273.33,,,,,
CsCl-ZnCl2,33.2-66.8,+E,547,598,,0.00349,42193.84,,,,,
CsCl-ZnCl2,49.4-50.6,+E,692,879,,0.05385,26321.57,,,,,
CsCl-ZnCl2,59.5-40.5,+E,834,1016,,0.06688,26125.33,,,,,
CsCl-ZnCl2,68.3-31.7,+E,883,1065,,0.05935,26978.46,,,,,
CsCl-ZnCl2,84.1-15.9,+E,835,1013,,0.08111,23799.83,,,,,
CsCl-ZnCl2,100.0-0.0,+E,944,1115,,0.06791,23342.93,,,,"For 100% CsCl, the departures from the recommended data set are: 940 K, -2.0%,1070 K, -3.0%.",
CsF,100,+E,982,1281,3%,0.101637,22177.04,,,,,
CsF-CsI,0-100 CsI,I4,1070,,,1.302,7.338E-4,-3.595E-4,6.08E-6,-2.846E-8,"For 100% CsF and 100% CsI, the results differ from the recommended data sets by -18% and +2%, respectively.",
CsI,100,+E,917,1198,1.5%,0.0772,22701.3,,,,,
CsNO2,100,+E,688,739,3%,0.1058,17627.49,,,,,
CsNO3,100,+E,685,740,1.5%,0.039363,23193.14,,,,,
CsNO3-KNO3,0-100,+E,630,770,,0.07375,18665.14,,,,"For 100% KNO3, the departures from the recommended data set are: 630 K, -1.5%,760 K, -4.1%.",
CsNO3-KNO3,25-75,+E,600,770,,0.06704,19351.32,,,,,
CsNO3-KNO3,50-50,+E,580,770,,0.07851,18690.24,,,,,
CsNO3-KNO3,75-25,+E,630,770,,0.0845664,18583.97,,,,,
CsNO3-KNO3,100-0,+E,700,770,,0.05236,22020.76,,,,"For 100% CsNO3, the departures from the recommended data set are: 700 K, +8.5%, 770 K, +10.9%.",
CsNO3-LiNO3,0-100,+E,550,690,,0.08363,18690.24,,,,"For 100% LiNO3, the departures from the recommended data set are: 550 K, +4.7%, 670 K, +3.7%.",
CsNO3-LiNO3,20-80,+E,530,690,,0.0905,17485.23,,,,,
CsNO3-LiNO3,40-60,+E,530,690,,0.1199,15669.34,,,,,
CsNO3-LiNO3,60-40,+E,550,690,,0.1118,16203.65,,,,,
CsNO3-LiNO3,80-20,+E,580,690,,0.09988,17380.63,,,,,
CsNO3-LiNO3,100-0,+E,700,770,,0.05236,22020.76,,,,"For 100% CsNO3, the departures from the recommended data set are: 700 K, +8.5%, 770 K, +10.9%.",
CsNO3-NaNO3,0-100,+E,600,740,,0.1027,16313.69,,,,"For 100% NaNO3, the departures from the recommended data set are: 600 K, -0.4%, 740 K, 0.0%.",
CsNO3-NaNO3,25-75,+E,580,740,,0.066,18853.42,,,,,
CsNO3-NaNO3,50-50,+E,580,740,,0.08442,17786.48,,,,,
CsNO3-NaNO3,75-25,+E,600,740,,0.103,17146.32,,,,,
CsNO3-NaNO3,100-0,+E,700,770,,0.05236,22020.76,,,,"For 100% CsNO3, the departures from the recommended data set are: 700 K, +8.5%, 770 K, +10.9%.",
CsNO3-RbNO3,0-100,+E,600,740,,0.13076,16594.02,,,,"For 100% RbNO3, the results are in exact accord with the recommended data set.",
CsNO3-RbNO3,25-75,+E,600,770,,0.13671,16175.61,,,,,
CsNO3-RbNO3,50-50,+E,630,770,,0.11333,17217.45,,,,,
CsNO3-RbNO3,75-25,+E,650,770,,0.07781,19499.44,,,,,
CsNO3-RbNO3,100-0,+E,700,770,,0.05236,22020.76,,,,"For 100% CsNO3, the departures from the recommended data set are: 700 K, +8.5%, 770 K, +10.9%.",
Cs2CO3,100,+E,1072,1211,3%,0.11478,29468.41,,,,"Measurements were extended to include NaCl, and comparison with the recommended NaCl data set shows excellent agreement (i.e., +- 1%).",
CuCl,100,+E,773,973,3%,0.1042,21234.16,,,,,
CuSCN-N(C3H7)4SCN,0.0-100.0,+E,330,380,,2.48274E-5,44100.1,,,,"For 100% N(C3H7)4SCN, the results have been advanced as the recommended data set.",
CuSCN-N(C3H7)4SCN,7.0-93.0,+E,330,380,,1.31219E-5,46736.06,,,,,
CuSCN-N(C3H7)4SCN,18.1-81.9,+E,330,380,,2.699E-6,52844.8,,,,,
CuSCN-N(C3H7)4SCN,25.4-74.6,+E,330,380,,5.911E-7,58451.46,,,,,
CuSCN-N(C3H7)4SCN,30.7-69.3,+E,330,380,,1.863E-7,62677.37,,,,,
CuSCN-N(C3H7)4SCN,37.9-62.1,+E,330,380,,7.04E-8,65982.78,,,,,
CuSCN-N(C3H7)4SCN,43.9-56.1,+E,350,380,,3.272E-7,61463.99,,,,,
CuSCN-N(C3H7)4SCN,50.0-50.0,+E,350,380,,1.842E-7,63974.43,,,,,
Cu2S,100,+E,1473,1773,,0.3062,32361.27,,,,,
Cu2S-FeS,0-100,+E,1473,1773,,0.3327,29434.1,,,,"For 100% FeS, the results have been advanced as the recommended data set.",
Cu2S-FeS,5.80-94.20,+E,1473,1773,,0.316,27565.91,,,,,
Cu2S-FeS,12.16-87.84,+E,1473,1773,,0.5514,18994.,,,,,
Cu2S-FeS,19.19-80.81,+E,1473,1773,,0.4937,19867.22,,,,,
Cu2S-FeS,26.87-73.13,+E,1473,1773,,0.6017,16154.28,,,,,
Cu2S-FeS,35.56-64.44,+E,1473,1773,,0.5094,18193.59,,,,,
Cu2S-FeS,45.31-54.69,+E,1473,1773,,0.4383,20826.21,,,,,
Cu2S-FeS,56.34-43.66,+E,1473,1773,,0.448,21301.1,,,,,
Cu2S-FeS,68.81-31.19,+E,1473,1773,,0.3226,26898.97,,,,,
Cu2S-FeS,83.24-16.77,+E,1473,1773,,0.3141,29353.34,,,,,
Cu2S-FeS,100-0,+E,1473,1773,,0.3062,32361.27,,,,"For 100% Cu2S, the results have been advanced as the recommended data set.",
Cu2S-Ni3S2,0-100,+E,1473,1773,,0.3704,28444.14,,,,"For 100% Ni3S2, the results have been advanced as the recommended data set.",
Cu2S-Ni3S2,14.38-85.62,+E,1473,1773,,0.1085,44033.57,,,,,
Cu2S-Ni3S2,27.45-72.55,+E,1473,1773,,0.283,28071.76,,,,,
Cu2S-Ni3S2,39.37-60.63,+E,1473,1773,,0.6017,16154.28,,,,,
Cu2S-Ni3S2,50.10-49.90,+E,1473,1773,,0.7149,13198.65,,,,,
Cu2S-Ni3S2,60.15-39.85,+E,1473,1773,,0.6351,15761.81,,,,,
Cu2S-Ni3S2,69.43-30.57,+E,1473,1773,,0.6357,16524.57,,,,,
Cu2S-Ni3S2,77.88-22.12,+E,1473,1773,,0.6701,16840.46,,,,,
Cu2S-Ni3S2,85.84-14.16,+E,1473,1773,,0.6239,19235.43,,,,,
Cu2S-Ni3S2,93.09-6.91,+E,1473,1773,,0.594,21187.71,,,,,
Cu2S-Ni3S2,100-0,+E,1473,1773,,0.3102,32112.32,,,,"For 100% Cu2S, the departures from the recommended data set are: 1473 K, -0.7%, 1773 K, +7.5%.",
DyCl3,100,+E,1220,1260,3%,0.417111,19004.05,,,,,
FeS,100,+E,1523,1773,,0.3327,29434.1,,,,,
FeS-Ni3S2,0-100,+E,1523,1773,,0.3704,28444.14,,,,"For 100% Ni3S2, the results have been advanced as the recommended data set.",
FeS-Ni3S2,23-77,+E,1523,1773,,0.432,24330.79,,,,,
FeS-Ni3S2,41-59,+E,1523,1773,,0.429,23059.25,,,,,
FeS-Ni3S2,54-46,+E,1523,1773,,0.5136,20043.37,,,,,
FeS-Ni3S2,65-35,+E,1523,1773,,0.5136,20043.37,,,,,
FeS-Ni3S2,73-27,+E,1523,1773,,0.4818,21348.38,,,,,
FeS-Ni3S2,82-18,+E,1523,1773,,0.4799,22108.21,,,,,
FeS-Ni3S2,86-14,+E,1523,1773,,0.4544,23251.71,,,,,
FeS-Ni3S2,92-8,+E,1523,1773,,0.412,25350.86,,,,,
FeS-Ni3S2,96-4,+E,1523,1773,,0.3943,26316.96,,,,,
FeS-Ni3S2,100-0,+E,1523,1773,,0.3327,29434.1,,,,"For 100% FeS, the results have been advanced as the recommended data set.",
GaBr3,100,+E,392,408,2%,0.0209672,16177.71,,,,,
GaCl3,100,+E,355.9,519.7,2%,0.01804,13359.74,,,,,
GeO2,100,+E,1423,1773,5%,1.316E-4,310683.93,,,,,Function produces unexpectedly large value(s).
GeO2,100,+E,1745,1991,5%,0.001967,272562.87,,,,,
HgBr2,100,+E,528.2,548.2,5%,0.01801,21087.71,,,,,
HgBr2-HgI2,0-100,DP,,,,3.963,531.2K,,,,"For 100% HgI2, at 531.2 K, the departure from the recommended data set is +35.2%.",
HgBr2-HgI2,59-41,+E,493.2,531.2,,0.001434,33527.37,,,,,
HgBr2-HgI2,100-0,+E,513.2,531.2,,1.04394E-6,64530.91,,,,"For 100% HgBr2, the departures from the recommended data set are: 520 K, -41%,531 K, +3.7%.",
HgBr2-KBr,95.09-4.91,+E,528,548,,0.02364,20025.38,,,,,
HgBr2-KBr,99.2-0.80,+E,528,548,,0.1853,9688.21,,,,,
HgBr2-KBr,99.9-0.10,+E,528,548,,0.09559,12837.56,,,,,
HgBr2-KBr,100-0,+E,528,548,,0.01801,21087.71,,,,"For 100% HgBr2, the results have been advanced as the recommended data set.",
HgBr2-N(CH3)4ClO4,99.48-0.52,+E,520,550,,0.00236791,29094.35,,,,,
HgBr2-N(CH3)4ClO4,99.90-0.10,+E,520,550,,0.0114081,22447.12,,,,,
HgBr2-N(CH3)4ClO4,99.98-0.02,+E,520,550,,0.0121941,22182.27,,,,,
HgBr2-NaBr,95.71-4.29,+E,528,548,,0.1568,11745.1,,,,,
HgBr2-NaBr,98.51-1.49,+E,528,548,,0.05654,15771.85,,,,,
HgBr2-NaBr,99.88-0.12,+E,528,548,,0.06259,15270.18,,,,,
HgBr2-NaBr,100-0,+E,528,548,,0.01801,21087.71,,,,"For 100% HgBr2, the results have been advanced as the recommended data set.",
HgBr2-TlBr,95.93-4.07,+E,528,548,,0.009468,23127.87,,,,,
HgBr2-TlBr,98.58-1.42,+E,528,548,,0.03361,16772.26,,,,,
HgBr2-TlBr,99.82-0.18,+E,528,548,,0.005547,24864.25,,,,,
HgBr2-TlBr,99.96-0.04,+E,528,548,,0.03577,17326.65,,,,,
HgBr2-TlBr,100-0,+E,528,548,,0.01801,21087.71,,,,"For 100% HgBr2, the results have been advanced as the recommended data set.",
HgCl2,100,+E,550,568,1.5%,0.0137604,21719.09,,,,,
HgCl2-TlNO3,0-100,+E,493,554,,0.0843,15301.14,,,,"For 100% TlNO3, the results have been advanced as the recommended data set.",
HgCl2-TlNO3,10-90,+E,460,560,,0.06758,16807.41,,,,,
HgCl2-TlNO3,20-80,+E,460,560,,0.04572,18895.26,,,,,
HgCl2-TlNO3,30-70,+E,460,560,,0.03148,20916.17,,,,,
HgCl2-TlNO3,40-60,+E,460,560,,0.02573,22201.51,,,,,
HgCl2-TlNO3,50-50,+E,460,560,,0.02292,23121.17,,,,,
HgI2,100,+E,541,631,10%,0.04,18958.02,,,,,
InBr3,100,+E,760,1020,3%,0.01524,24196.06,,,,,
InI3,100,+E,560,820,3%,0.05193,19597.35,,,,,
KBF4,100,+E,860,950,10%,0.0946,18955.34,,,,,
KBO2-KPO3,5.8-94.2,+E,1080,1220,,0.09428,74945.06,,,,,
KBO2-KPO3,12.6-87.4,+E,1080,1220,,0.0779042,76363.46,,,,,
KBO2-KPO3,20.2-79.8,+E,1080,1220,,0.026745,85158.38,,,,,
KBO2-KPO3,30.3-69.7,+E,1080,1220,,0.05307,80744.18,,,,,
KBO2-KPO3,45.0-55.0,+E,1080,1220,,0.0033,109639.37,,,,,
KBO2-KPO3,50.1-49.9,+E,1080,1220,,0.00117,119907.08,,,,,
KBO2-KPO3,60.7-39.3,+E,1080,1220,,0.01186,96919.8,,,,,
KBr,100,+E,1011,1194,1.5%,0.0737,23543.34,,,,,
KBr-KCl,0-100,+E,1070,1200,,0.057042,26304.41,,,,"For 100% KCl, the departures from the recommended data set are: 1070 K, +7%, 1200 K, +5%, respectively.",
KBr-KCl,20-80,+E,1030,1200,,0.060287,25388.94,,,,,
KBr-KCl,40-60,+E,1030,1200,,0.063379,24709.03,,,,,
KBr-KCl,50-50,+E,1030,1200,,0.067817,23921.58,,,,,
KBr-KCl,60-40,+E,1030,1200,,0.080912,22325.36,,,,,
KBr-KCl,80-20,+E,1030,1200,,0.098613,20578.51,,,,,
KBr-KCl,100-0,+E,1030,1200,,0.1047,20326.63,,,,"For 100% KBr, the departures from the recommended data set are, respectively: 1030 K, -1.2%, 1200 K, +5%.",
KBr-PbBr2,0-100,+E,700,1020,,0.1654,20311.15,,,,"For 100% PbBr2, the departures from the recommended data set are: 735 K, +0.9%, 820 K, +8.3%.",
KBr-PbBr2,10-90,+E,680,1020,,0.1251,20900.68,,,,,
KBr-PbBr2,20-80,+E,680,1020,,0.1165,20743.36,,,,,
KBr-PbBr2,25-75,+E,680,1020,,0.1019,21602.77,,,,,
KBr-PbBr2,30-70,+E,680,1020,,0.1132,20974.74,,,,,
KBr-PbBr2,33-67,+E,680,1020,,0.1228,20733.32,,,,,
KBr-PbBr2,40-60,+E,680,1020,,0.1007,21857.16,,,,,
KBr-PbBr2,48-52,+E,680,1020,,0.1097,20992.32,,,,,
KBr-PbBr2,58-42,+E,700,1020,,0.1019,21405.7,,,,,
KBr-PbBr2,70-30,+E,840,1020,,0.06245,24984.34,,,,,
KBr-PbBr2,85-15,+E,940,1020,,0.03987,28499.79,,,,,
KBr-PbBr2,100-0,+E,1040,1200,,0.1048,20253.83,,,,"For 100% KBr, the departures from the recommended data set are: 1040 K, -1.8%,1200 K, +3.8%.",
KBr-PbCl2,0-100,DP,,,,2.7,791K,,,,"For 100% PbCl2 at 791 K, the departure from the recommended data set is -34%.",
KBr-PbCl2,10-90,DP,,,,2.5,791K,,,,,
KBr-PbCl2,20-80,+E,703,791,,0.0413188,26080.56,,,,,
KBr-PbCl2,30-70,+E,703,791,,0.0375673,26205.25,,,,,
KBr-PbCl2,40-60,+E,743,791,,0.078287,21666.79,,,,,
KCl,100,+E,1111,1162,1%,0.06166,25047.27,,,,,
KCl-KOH-K2CO3,8.9-89.0-2.1,+E,680,860,,0.00162395,39662.89,,,,,
KCl-KPO3,0-100,DP,,,,220.,1173K,,,,"For 100% KPO3, at 1173 K, the departure from the recommended data set is 38%.",
KCl-KPO3,20-80,DP,,,,185.,1173K,,,,,
KCl-KPO3,40-60,DP,,,,65.,1173K,,,,,
KCl-KPO3,60-40,DP,,,,15.,1173K,,,,,
KCl-K2ZrF6,0-100,+E,1073,1253,,0.3708,18653.84,,,,"For 100% K2ZrF6, the results have been advanced elsewhere as the recommended data set.",
KCl-K2ZrF6,10-90,+E,1073,1173,,0.160011,26159.22,,,,,
KCl-K2ZrF6,20-80,+E,1073,1173,,0.11719,28617.78,,,,,
KCl-K2ZrF6,30-70,+E,1073,1173,,0.0890006,30897.26,,,,,
KCl-K2ZrF6,40-60,+E,1073,1173,,0.0757815,31922.36,,,,,
KCl-K2ZrF6,50-50,+E,1073,1173,,0.0469728,35798.9,,,,,
KCl-K2ZrF6,60-40,+E,1073,1173,,0.0442247,35401.,,,,,
KCl-K2ZrF6,70-30,+E,1073,1173,,0.0420941,34723.18,,,,,
KCl-K2ZrF6,80-20,+E,1073,1173,,0.0550113,31252.49,,,,,
KCl-K2ZrF6,90-10,+E,1073,1173,,0.0179522,39977.95,,,,,
KCl-K2ZrF6,100-0,+E,1073,1173,,0.026633,34556.23,,,,"For 100% KCl, the departures from the recommended data set are: 1070 K, +26%, 1170 K, +15%.",
KCl-LaCl3-NaCl,42.3-15.5-42.2,+E,973,1123,,0.14521,21731.64,,,,,
KCl-LaCl3-NaCl,46.8-6.3-46.9,+E,973,1123,,0.13875,20018.26,,,,,
KCl-LaCl3-NaCl,48.5-3.0-48.5,+E,973,1123,,0.18463,16708.25,,,,Estimated accuracy based on principles of the method: about 10%. KCl-NaCl ratio fixed at equimolar.,
KCl-LiCl,0-100,+E,900,1070,,0.06578,23787.69,,,,"For 100% LiCl, the departures from the recommended data set are: 930 K, +10.8%, 1060 K, +4.2%.",
KCl-LiCl,20-80,+E,910,1070,,0.08893,20836.67,,,,,
KCl-LiCl,40-60,+E,890,1070,,0.08703,20852.57,,,,,
KCl-LiCl,50-50,+E,930,1070,,0.0786,21962.18,,,,,
KCl-LiCl,60-40,+E,920,1070,,0.07793,22330.38,,,,,
KCl-LiCl,70-30,+E,920,1080,,0.09019,21326.2,,,,,
KCl-LiCl,80-20,+E,970,1080,,0.07037,23878.49,,,,,
KCl-LiCl,100-0,+E,1090,1150,,0.05727,26273.45,,,,"For 100% KCl, the departures from the recommended data set are: 1080 K, +4.0%,1150 K, +4.7%.",
KCl-MgCl2,0-100,+E,1010,1140,,0.13173,23451.71,,,,"For 100% MgCl2, the departures from the recommended data set are: 1010 K, -2.3%, 1130 K, 0.0%.",
KCl-MgCl2,46.0-54.0,+E,970,1060,,0.17399,16840.88,,,,,
KCl-MgCl2,50.1-49.9,+E,980,1150,,0.1675,17027.91,,,,,
KCl-MgCl2,56.1-43.9,+E,900,1050,,0.07757,22882.68,,,,,
KCl-MgCl2,65.7-34.3,+E,910,1090,,0.1323,18526.23,,,,,
KCl-MgCl2,67.6-32.4,+E,900,1030,,0.1408,18801.12,,,,,
KCl-MgCl2,74.9-25.1,+E,900,1080,,0.11894,18861.79,,,,,
KCl-MgCl2,83.6-16.4,+E,960,1110,,0.1158,19295.26,,,,,
KCl-MgCl2,92.0-8.0,+E,1030,1180,,0.169162,16040.47,,,,,
KCl-MgCl2,100-0,+E,1070,1180,,0.05315,27288.5,,,,"For 100% KCl, the departures from the recommended data set are: 1080 K, +11%, 1150 K, +8%.",
KCl-NaCl,0-100,+E,1100,1170,,0.01821,39083.4,,,,"For 100% NaCl, the departures from the recommended data set are: 1100 K, +33%,1170 K, +19%.",
KCl-NaCl,15.23-84.77,+E,1040,1170,,0.02448,35902.25,,,,,
KCl-NaCl,27.10-72.90,+E,1000,1170,,0.02231,36397.22,,,,,
KCl-NaCl,34.85-65.15,+E,1000,1170,,0.02351,35487.19,,,,,
KCl-NaCl,48.77-51.23,+E,1000,1170,,0.028,33500.59,,,,,
KCl-NaCl,59.00-41.00,+E,1000,1170,,0.03209,32013.99,,,,,
KCl-NaCl,79.25-20.75,+E,1020,1170,,0.03388,31116.51,,,,,
KCl-NaCl,100-0,+E,1060,1170,,0.04529,28475.94,,,,"For 100% KCl, the departures from the recommended data set are: 1080 K, +3.9%,1150 K, +4.4%.",
KCl-NaCl-NdCl3,42.5-15.0-42.5,+E,973,1123,,0.14938,20245.04,,,,,
KCl-NaCl-NdCl3,46.9-6.2-46.9,+E,973,1123,,0.13305,20440.86,,,,,
KCl-NaCl-NdCl3,48.6-2.9-48.5,+E,973,1123,,0.11925,20995.24,,,,Estimated accuracy based on principles of the method: about 10%. KCl-NaCl ratio fixed at equimolar.,
KCl-NaCl-PrCl3,42.4-15.2-42.4,+E,973,1123,,0.07769,25217.81,,,,,
KCl-NaCl-PrCl3,46.9-6.3-46.8,+E,973,1123,,0.10139,22500.25,,,,,
KCl-NaCl-PrCl3,48.6-2.9-48.5,+E,973,1123,,0.14297,19069.74,,,,Estimated accuracy based on principles of the method: about 10%. KCl-NaCl ratio fixed at equimolar.,
KCl-NaCl-SmCl3,42.6-14.7-42.7,+E,973,1123,,0.1096,24012.8,,,,,
KCl-NaCl-SmCl3,46.9-6.1-47.0,+E,973,1123,,0.08106,24274.72,,,,,
KCl-NaCl-SmCl3,48.6-2.8-48.6,+E,973,1123,,0.16257,16642.56,,,,Estimated accuracy based on principles of the method: about 10%. KCl-NaCl ratio held at equimolar.,
KCl-NH4NO3,5.4-94.6,+E,430,450,,0.118813,13805.76,,,,,
KCl-NH4NO3,10.7-89.3,+E,420,450,,0.0921884,15285.66,,,,,
KCl-NH4NO3,14.9-85.1,+E,430,450,,0.199789,12912.88,,,,,
KCl-PbBr2,0-100,+E,668,791,,0.31191,16294.86,,,,"For 100% PbBr2, the departures from the recommended data set are: 700 K, -7.8%, 790 K, +8.4%.",
KCl-PbBr2,10-90,+E,668,791,,0.132216,20745.46,,,,,
KCl-PbBr2,20-80,+E,668,791,,0.119419,20878.09,,,,,
KCl-PbBr2,30-70,+E,668,791,,0.173649,18620.37,,,,,
KCl-PbBr2,40-60,+E,703,791,,0.199893,17770.58,,,,,
KCl-PbBr2,50-50,+E,753,791,,0.24794,16410.76,,,,,
KCl-PbCl2,0.0-100.0,+E,800,970,,0.04915,29284.31,,,,"For 100% PbCl2, the departures from the recommended data set are: 880 K, 0.0%,970 K, -1.0%.",
KCl-PbCl2,17.1-82.9,+E,880,970,,0.04884,28383.89,,,,,
KCl-PbCl2,26.6-73.4,+E,880,970,,0.05424,27137.88,,,,,
KCl-PbCl2,33.6-66.4,+E,880,970,,0.05837,26267.59,,,,,
KCl-PbCl2,45.7-54.3,+E,880,970,,0.04929,27116.96,,,,,
KCl-PbCl2,48.1-51.9,+E,880,970,,0.05018,27051.69,,,,,
KCl-PbCl2,50.3-49.7,+E,880,970,,0.05321,26514.45,,,,,
KCl-PbCl2,51.1-48.9,+E,880,970,,0.05305,26720.73,,,,,
KCl-PbCl2,56.5-43.5,+E,880,970,,0.05099,26920.31,,,,,
KCl-PbCl2,66.6-33.4,+E,880,970,,0.0598,25965.92,,,,,
KCl-PbCl2,74.1-25.9,+E,930,970,,0.04191,28916.11,,,,,
KCl-RbCl,0-100,+E,1013,1113,,0.072,24602.33,,,,"For 100% RbCl, the departures from the recommended data set are: 1053 K 7.9%, 1162 K 5.8%.",
KCl-RbCl,25-75,+E,1048,1113,,0.078,23556.31,,,,,
KCl-RbCl,50-50,+E,1043,1133,,0.077,23656.73,,,,,
KCl-RbCl,75-25,+E,1048,1118,,0.069,24539.57,,,,,
KCl-RbCl,100-0,+E,1053,1203,,0.054,26878.47,,,,"For 100% KCl, the departures from the recommended data set are: 1023 K 3.7%, 1113 K 3.8%.",
KCl-ScCl3,0-1.91 KCl,I4,373.2,,,1.7202,1.286,0.49493,-0.023973,1.5614E-4,"For 100% SbCl3, at 373.2 K, the departure from the recommended data set is +11.7%.",
KCl-ZnCl2,6.2-93.8,+E,588,775,,3.783E-4,67979.,,,,,
KCl-ZnCl2,14.1-85.9,+E,574,739,,0.001072,56637.66,,,,,
KCl-ZnCl2,20.0-80.0,+E,565,674,,0.002558,48379.15,,,,,
KCl-ZnCl2,21.1-78.9,+E,567,674,,0.002066,49127.68,,,,,
KCl-ZnCl2,26.6-73.4,+E,546,608,,0.002451,45860.75,,,,,
KCl-ZnCl2,31.1-68.9,+E,526,629,,0.002465,43861.19,,,,,
KCl-ZnCl2,43.4-56.6,+E,530,578,,0.003531,40260.8,,,,,
KCl-ZnCl2,51.9-48.1,+E,615,747,,0.03849,27463.4,,,,,
KCl-ZnCl2,60.5-39.5,+E,773,888,,0.06994,24206.52,,,,,
KCl-ZnCl2,70.4-29.5,+E,777,956,,0.03306,25529.1,,,,,
KCl-ZnCl2,75.3-24.7,+E,1012,1166,,0.04744,28506.07,,,,,
KCl-ZnCl2,85.5-14.5,+E,1016,1166,,0.09889,21062.19,,,,,
KCl-ZnCl2,100.0-0.0,+E,1064,1188,,0.06985,25282.24,,,,"For 100% KCl, the departures from the recommended data set are: 1070 K, -11.4%, 1170 K, -7.6%.",
KClO4-KNO3,0-100,+E,610,700,,0.07088,18893.59,,,,"For 100% KNO3, the departures from the recommended data set are: 620 K, -0.4%,700 K, -1.5%.",
KClO4-KNO3,5-95,+E,630,690,,0.07079,18939.61,,,,,
KClO4-KNO3,15-85,+E,650,710,,0.07263,19034.17,,,,,
KClO4-KNO3,30-70,+E,690,720,,0.07096,19277.27,,,,,
KClO4-LiNO3,0-100,+E,530,700,,0.0807,18861.79,,,,"For 100% LiNO3, the departures from the recommended data set are: 540 K, +4.5%, 650 K, +3.5%.",
KClO4-LiNO3,14-86,+E,520,680,,0.08076,18999.86,,,,,
KClO4-LiNO3,25-75,+E,560,700,,0.07949,19250.91,,,,,
KClO4-LiNO3,45-55,+E,600,700,,0.07425,19874.33,,,,,
KClO4-LiNO3,60-40,+E,660,700,,0.07318,20104.46,,,,,
