Density in g * cm-3

Salt,Composition range,Data type,T min (K),T max (K),Uncertainty,Data 1,Data 2,Data 3,Data 4,Data 5,Comment,Formatting comment
KF-SmF3,80.0-20.0,P1,1100,1340,,3.515,-7.612E-4,,,,,
KF-SmF3,90.0-10.0,P1,1100,1340,,3.038,-6.836E-4,,,,,
KF-SmF3,100.0-0.0,P1,1140,1340,,2.555,-6.241E-4,,,,"For 100% KF, the departures from the recommended data set are: 1140 K, -3.2%, 1350 K, -3.1%.",
KF-ThF4,72.5-27.5,P1,1120,1350,,4.231,-8.335E-4,,,,,
KF-ThF4,80.3-19.7,P1,1160,1350,,3.963,-8.779E-4,,,,,
KF-ThF4,86.3-13.7,P1,1090,1350,,3.625,-8.359E-4,,,,,
KF-ThF4,92.9-7.1,P1,1100,1350,,3.385,-9.768E-4,,,,,
KF-ThF4,100.0-0.0,P1,1140,1350,,2.555,-6.241E-4,,,,"For 100% KF, the departures from the recommended data set are: 1140 K, -3.2%, 1350 K, -3.1%.",
KF-UF4,40.0-60.0,P1,1120,1350,,6.174,-0.001009,,,,,
KF-UF4,50.0-50.0,P1,1110,1350,,5.974,-0.001296,,,,,
KF-UF4,60.0-40.0,P1,1120,1350,,5.218,-0.001106,,,,,
KF-UF4,70.0-30.0,P1,1220,1350,,4.618,-0.001011,,,,,
KF-UF4,80.0-20.0,P1,1230,1350,,3.681,-6.407E-4,,,,,
KF-UF4,92.5-7.5,P1,1130,1350,,3.387,-9.629E-4,,,,,
KF-UF4,100.0-0.0,P1,1140,1350,,2.555,-6.241E-4,,,,"For 100% KF, the departures from the recommended data set are: 1140 K, -3.2%, 1350 K, -3.1%.",
KF-YF3,47.5-52.5,P1,1170,1350,,3.775,-6.558E-4,,,,,
KF-YF3,57.0-43.0,P1,1200,1350,,3.517,-6.406E-4,,,,,
KF-YF3,57.5-42.5,P1,1200,1350,,3.551,-6.772E-4,,,,,
KF-YF3,70.0-30.0,P1,1230,1350,,3.177,-6.11E-4,,,,,
KF-YF3,82.5-17.5,P1,1170,1350,,2.825,-5.429E-4,,,,,
KF-YF3,92.5-7.5,P1,1080,1350,,2.717,-6.293E-4,,,,,
KF-YF3,100-0,P1,1140,1350,,2.555,-6.241E-4,,,,"For 100% KF, the departures from the recommended data set are: 1140 K, -3.2%, 1350 K, -3.1%.",
KF-ZrF4,0.0-33.3 ZrF4,I3,1233.2,,,1.797,0.02556,-7.701E-4,1.12E-5,,"For 100% KF at 1233 K, the departure from the recommended data set is -2.6%.",
KHSO4,100,P1,489,528,1.5%,2.579,-8.646E-4,,,,KHSO4: Recommended data.,
KI,100,P1,955,1177,0.5%,3.3594,-9.557E-4,,,,,
KI-LaI3,0.00-100.00,P1,1130,1180,,5.4581,-0.0011109,,,,"For 100% LaI3, the results have been advanced as the recommended data set.",
KI-LaI3,39.60-60.40,P1,1020,1180,,4.8287,-0.0010932,,,,,
KI-LaI3,59.64-40.36,P1,1020,1180,,4.4004,-0.0010295,,,,,
KI-LaI3,79.84-20.16,P1,1020,1180,,3.8346,-8.836E-4,,,,,
KI-LaI3,100.00-0.00,P1,1030,1180,,3.3027,-8.999E-4,,,,"For 100% KI, the departures from the recommended data set are: 1030 K, +0.03%,1180 K, +0.4%.",
KI-LiI,0.0-100.0,P1,770,910,,3.7063,-8.172E-4,,,,"For 100% LiI, the departures from the recommended data set are: 770 K, +3.0%, 910 K, +3.8%.",
KI-LiI,17.27-82.73,P1,900,1090,,3.5211,-8.71E-4,,,,,
KI-LiI,21.19-78.81,P1,900,1040,,3.3676,-7.618E-4,,,,,
KI-LiI,49.7-50.3,P1,910,1080,,3.3159,-8.595E-4,,,,,
KI-LiI,67.14-32.86,P1,910,1120,,3.327,-8.41E-4,,,,,
KI-LiI,100.0-0.0,P1,1000,1160,,3.3336,-9.29E-4,,,,"For 100% KI, the departures from the recommended data set are: 1000 K, -0.6%, 1160 K, +0.2%.",
KI-NaCl,0.0-100.0,P1,1090,1200,,2.165,-5.66E-4,,,,"For 100% NaCl, the departures from the recommended data set are: 1090 K, 0.0%,1200 K, -0.2%.",
KI-NaCl,15.0-85.0,P1,1000,1070,,2.426,-6.32E-4,,,,,
KI-NaCl,30.0-70.0,P1,920,1070,,2.677,-7.06E-4,,,,,
KI-NaCl,50.0-50.0,P1,830,1070,,2.951,-8.19E-4,,,,,
KI-NaCl,70.0-30.0,P1,850,1070,,3.127,-8.58E-4,,,,,
KI-NaCl,85.0-15.0,P1,910,1070,,3.298,-9.65E-4,,,,,
KI-NaCl,100.0-0.0,P1,970,1070,,3.37,-9.6E-4,,,,"For 100% KI, the departures from the recommended data set are: 970 K, +0.29%, 1070 K, +0.25%.",
KI-NaI,0-100,P1,960,1130,,3.6144,-9.392E-4,,,,"For 100% NaI, the departures from the recommended data set are: 960 K, -0.12%,1130 K, -0.3%.",
KI-NaI,20-80,P1,910,1130,,3.5477,-9.467E-4,,,,,
KI-NaI,40-60,P1,870,1160,,3.4977,-9.506E-4,,,,,
KI-NaI,60-40,P1,890,1130,,3.4395,-9.437E-4,,,,,
KI-NaI,80-20,P1,930,1130,,3.4045,-9.559E-4,,,,,
KI-NaI,100-0,P1,970,1190,,3.3583,-9.553E-4,,,,"For 100% KI, the departures from the recommended data set are: 970 K, -0.3%, 1190 K, -0.04%.",
KI-NdI3,0.00-100.00,P1,1120,1190,,5.4069,-0.0010701,,,,"For 100% NdI3, the results have been advanced as the recommended data set.",
KI-NdI3,19.00-81.00,P1,1020,1190,,5.1447,-0.0010865,,,,,
KI-NdI3,38.34-61.66,P1,1020,1190,,4.8583,-0.0011077,,,,,
KI-NdI3,50.92-49.08,P1,1030,1160,,4.7014,-0.0011444,,,,,
KI-NdI3,60.33-39.67,P1,1040,1190,,4.4489,-0.0010643,,,,,
KI-NdI3,68.65-31.35,P1,1000,1180,,4.2473,-0.0010233,,,,,
KI-NdI3,79.74-20.26,P1,1000,1180,,3.9602,-9.795E-4,,,,,
KI-NdI3,100.00-0.00,P1,1030,1180,,3.3027,-8.999E-4,,,,"For 100% KI, the departures from the recommended data set are: 1030 K, +0.03%,1180 K, +0.4%.",
KI-PbI2,0-100,P1,700,960,,6.7797,-0.0015938,,,,"For 100% PbI2, the results have been advanced as the recommended data set.",
KI-PbI2,10-90,P1,680,960,,6.5041,-0.0015538,,,,,
KI-PbI2,20-80,P1,660,980,,6.2308,-0.0015218,,,,,
KI-PbI2,30-70,P1,620,960,,5.9766,-0.0015277,,,,,
KI-PbI2,33-67,P1,620,980,,5.8488,-0.0014881,,,,,
KI-PbI2,40-60,P1,640,960,,5.6518,-0.0014737,,,,,
KI-PbI2,50-50,P1,760,960,,5.283,-0.001364,,,,,
KI-PbI2,60-40,P1,800,960,,5.0218,-0.0013867,,,,,
KI-PbI2,80-20,P1,920,1020,,4.0632,-0.0010099,,,,,
KI-PbI2,90-10,P1,940,1020,,3.7256,-9.907E-4,,,,,
KI-PbI2,100-0,P1,980,1180,,3.3583,-9.553E-4,,,,"For 100% KI, the departures from the recommended data set are: 980 K, -0.3%, 1190 K, -0.04%.",
KI-RbI,0-100,P1,950,1120,,3.9667,-0.0011613,,,,"For 100% RbI, the departures from the recommended data set are: 950 K, -0.02%,1120 K, -0.11%.",
KI-RbI,50-50,P1,960,1130,,3.6862,-0.0010801,,,,,
KI-RbI,100-0,P1,990,1170,,3.3336,-9.29E-4,,,,"For 100% KI, the departures from the recommended data set are: 990 K, -0.7%, 1170 K, +0.2%.",
KI-TlI,0-100,P1,813,970,,6.232,-6.816E-4,,,,"For 100% TlI, the departures from the recommended data set are: 820 K, -4.8%, 970 K, -2.2%.",
KI-TlI,10-90,P1,813,970,,6.322,-0.001102,,,,,
KI-TlI,20-80,P1,813,970,,6.,-0.001108,,,,,
KI-TlI,30-70,P1,813,970,,5.501,-9.364E-4,,,,,
KI-TlI,40-60,P1,813,970,,4.985,-7.453E-4,,,,,
KI-TlI,50-50,P1,813,970,,4.549,-6.306E-4,,,,,
KI-TlI,60-40,P1,813,970,,4.226,-6.242E-4,,,,,
KI-TlI,70-30,P1,813,970,,4.005,-7.134E-4,,,,,
KI-TlI,80-20,P1,813,970,,3.8,-8.089E-4,,,,,
KI-TlI,90-10,P1,813,970,,3.466,-7.644E-4,,,,,
KI-TlI,100-0,P1,813,970,,2.8,-3.694E-4,,,,"For 100% KI, the departures from the recommended data set are: 813 K, -3.2%, 970 K, +4.0%.",
KNO2,100,P1,713,773,1.5%,2.167,-6.67E-4,,,,,
KNO2-KNO3,0-100,P1,620,770,,2.29629,-7.075E-4,,,,"For 100% KNO3, the departures from the recommended data set are: 620 K, 0.0%, 730 K, +0.1%.",
KNO2-KNO3,10-90,P1,620,770,,2.2872,-7.075E-4,,,,,
KNO2-KNO3,20-80,P1,620,770,,2.2781,-7.075E-4,,,,,
KNO2-KNO3,22.5-77.5,P1,620,770,,2.2758,-7.075E-4,,,,,
KNO2-KNO3,30-70,P1,620,770,,2.2689,-7.075E-4,,,,,
KNO2-KNO3,40-60,P1,620,770,,2.2598,-7.075E-4,,,,,
KNO2-KNO3,50-50,P1,620,770,,2.2507,-7.075E-4,,,,,
KNO2-KNO3,60-40,P1,640,770,,2.2416,-7.075E-4,,,,,
KNO2-KNO3,70-30,P1,660,770,,2.2325,-7.075E-4,,,,,
KNO2-KNO3,80-20,P1,680,770,,2.2234,-7.075E-4,,,,,
KNO2-KNO3,90-10,P1,700,770,,2.2143,-7.075E-4,,,,,
KNO2-KNO3,100-0,P1,713,773,,2.167,-6.67E-4,,,,"For 100% KNO2, the results have been advanced as the recommended data set.",
KNO2-K2MoO4,80-20,P1,840,1020,,2.5949,-8.02E-4,,,,,
KNO2-K2MoO4,82-18,P1,840,1020,,2.5531,-7.888E-4,,,,,
KNO2-K2MoO4,86-14,P1,780,1020,,2.4371,-7.236E-4,,,,,
KNO2-K2MoO4,90-10,P1,720,960,,2.3083,-6.432E-4,,,,,
KNO2-K2MoO4,92-8,P1,720,960,,2.2564,-6.173E-4,,,,,
KNO2-K2MoO4,94-6,P1,720,900,,2.1966,-5.847E-4,,,,,
KNO2-K2MoO4,96-4,P1,720,900,,2.1357,-5.47E-4,,,,,
KNO2-K2MoO4,100-0,P1,720,900,,2.0239,-4.824E-4,,,,"For 100% KNO2, the departures from the recommended data set are: 720 K, -0.6%,900 K, +1.4%.",
KNO2-K2WO4,80-20,P1,900,1020,,2.8301,-7.767E-4,,,,,
KNO2-K2WO4,82-18,P1,840,1020,,2.6902,-6.851E-4,,,,,
KNO2-K2WO4,84-16,P1,840,1020,,2.6331,-6.854E-4,,,,,
KNO2-K2WO4,86-14,P1,780,1020,,2.5639,-6.69E-4,,,,,
KNO2-K2WO4,88-12,P1,780,1020,,2.4647,-6.194E-4,,,,,
KNO2-K2WO4,92-8,P1,720,1020,,2.3195,-5.78E-4,,,,,
KNO2-K2WO4,94-6,P1,720,960,,2.2565,-5.683E-4,,,,,
KNO2-K2WO4,96-4,P1,720,920,,2.1814,-5.427E-4,,,,,
KNO2-K2WO4,100-0,P1,720,920,,2.0239,-4.824E-4,,,,"For 100% KNO2, the departures from the recommended data set are: 720 K, -0.6%,900 K, +1.4%.",
KNO2-NaNO2,0-100,P1,575,770,,2.1619,-6.497E-4,,,,"For 100% NaNO2, the departures from the recommended data set are: 580 K, -0.4%, 770 K, +0.6%.",
KNO2-NaNO2,10-90,P1,545,770,,2.1206,-5.9235E-4,,,,,
KNO2-NaNO2,10-90,P1,680,770,,2.13,-6.12E-4,,,,,
KNO2-NaNO2,20-80,P1,530,770,,2.1201,-5.9232E-4,,,,,
KNO2-NaNO2,30-70,P1,515,770,,2.1209,-5.9445E-4,,,,,
KNO2-NaNO2,35-65,P1,515,770,,2.1212,-5.9508E-4,,,,,
KNO2-NaNO2,40-60,P1,515,770,,2.124,-6.0002E-4,,,,,
KNO2-NaNO2,50-50,P1,560,770,,2.1203,-5.9477E-4,,,,,
KNO2-NaNO2,60-40,P1,575,770,,2.123,-5.9998E-4,,,,,
KNO2-NaNO2,70-30,P1,605,770,,2.1247,-6.0262E-4,,,,,
KNO2-NaNO2,80-20,P1,635,770,,2.122,-5.9998E-4,,,,,
KNO2-NaNO2,100-0,P1,713,773,,2.167,-6.67E-4,,,,"For 100% KNO2, the results have been advanced as the recommended data set.",
KNO2-NaNO3,0-100,P1,595,760,,2.30556,-6.7008E-4,,,,"For 100% NaNO3, the departures from the recommended data set are: 595 K, +0.6%, 760 K, +0.5%.",
KNO2-NaNO3,10-90,P1,565,760,,2.2921,-6.7008E-4,,,,,
KNO2-NaNO3,20-80,P1,535,760,,2.2787,-6.7008E-4,,,,,
KNO2-NaNO3,30-70,P1,505,760,,2.2653,-6.7008E-4,,,,,
KNO2-NaNO3,40-60,P1,475,760,,2.2518,-6.7008E-4,,,,,
KNO2-NaNO3,48-52,P1,475,760,,2.2411,-6.7008E-4,,,,,
KNO2-NaNO3,50-50,P1,475,760,,2.2384,-6.7008E-4,,,,,
KNO2-NaNO3,60-40,P1,490,760,,2.225,-6.7008E-4,,,,,
KNO2-NaNO3,70-30,P1,535,760,,2.2115,-6.7008E-4,,,,,
KNO2-NaNO3,80-20,P1,580,760,,2.1981,-6.7008E-4,,,,,
KNO2-NaNO3,90-10,P1,640,760,,2.1847,-6.7008E-4,,,,,
KNO2-NaNO3,100-0,P1,713,773,,2.167,-6.67E-4,,,,"For 100% KNO2, the results have been advanced as the recommended data set.",
KNO3,100,P1,620,730,0.5%,2.3063,-7.235E-4,,,,,
KNO3-KOH,0-100,P1,683,823,,2.009,-4.32E-4,,,,"For 100% KOH, the departures from the recommended data set are: 680 K, +0.06%,820 K, +0.11%.",
KNO3-KOH,10-90,P1,700,760,,2.088,-5.55E-4,,,,,
KNO3-KOH,25-75,P1,520,760,,2.053,-5.25E-4,,,,,
KNO3-KOH,33.5-66.5,P1,520,760,,2.031,-5.01E-4,,,,,
KNO3-KOH,45-55,P1,520,760,,2.075,-5.8E-4,,,,,
KNO3-KOH,50-50,P1,520,760,,1.838,-2.31E-4,,,,,
KNO3-KOH,55-45,P1,520,760,,2.047,-5.2E-4,,,,,
KNO3-KOH,69-31,P1,520,760,,2.067,-5.1E-4,,,,,
KNO3-KOH,80-20,P1,520,760,,1.999,-3.09E-4,,,,,
KNO3-KOH,90-10,P1,610,760,,2.228,-6.36E-4,,,,,
KNO3-KOH,100-0,P1,630,770,,2.134,-7.03E-4,,,,"For 100% KNO3, the departures from the recommended data set are: 620 K, -8.6%,770 K, -9.0%.",
KNO3-K2MoO4,80-20,P1,830,950,,2.5919,-7.371E-4,,,,,
KNO3-K2MoO4,84-16,P1,770,950,,2.4936,-6.892E-4,,,,,
KNO3-K2MoO4,88-12,P1,720,970,,2.48,-7.47E-4,,,,,
KNO3-K2MoO4,92-8,P1,680,920,,2.4348,-7.523E-4,,,,,
KNO3-K2MoO4,96-4,P1,620,860,,2.3437,-7.044E-4,,,,,
KNO3-K2MoO4,98-2,P1,620,870,,2.3064,-6.899E-4,,,,,
KNO3-K2MoO4,100-0,P1,620,860,,2.2516,-6.625E-4,,,,"For 100% KNO3, the departures from the recommended data set are: 620 K, -0.9%,820 K, -0.4%.",
KNO3-K2WO4,80-20,P1,620,860,,2.7554,-6.087E-4,,,,,
KNO3-K2WO4,82-18,P1,780,970,,2.6807,-5.982E-4,,,,,
KNO3-K2WO4,84-16,P1,620,860,,2.6258,-5.981E-4,,,,,
KNO3-K2WO4,86-14,P1,780,970,,2.5652,-5.899E-4,,,,,
KNO3-K2WO4,88-12,P1,720,970,,2.5255,-6.097E-4,,,,,
KNO3-K2WO4,90-10,P1,740,920,,2.4629,-6.04E-4,,,,,
KNO3-K2WO4,92-8,P1,670,920,,2.4126,-6.082E-4,,,,,
KNO3-K2WO4,94-6,P1,770,950,,2.3646,-6.161E-4,,,,,
KNO3-K2WO4,96-4,P1,620,860,,2.3157,-6.251E-4,,,,,
KNO3-K2WO4,98-2,P1,830,950,,2.2957,-6.091E-4,,,,,
KNO3-K2WO4,100-0,P1,620,860,,2.2516,-6.625E-4,,,,"For 100% KNO3, the departures from the recommended data set are: 620 K, -0.9%,800 K, -0.1%.",
KNO3-LiClO4,0-100,P1,520,680,,2.3185,-5.772E-4,,,,"For 100% LiClO4, the departures from the recommended data set are: 520 K, -0.05%, 680 K, +0.26%.",
KNO3-LiClO4,16-84,P1,480,680,,2.3581,-6.673E-4,,,,,
KNO3-LiClO4,30-70,P1,580,680,,2.3283,-6.574E-4,,,,,
KNO3-LiClO4,50-50,P1,680,700,,2.4075,-7.998E-4,,,,,
KNO3-LiClO4,70-30,P1,660,700,,2.3339,-7.503E-4,,,,,
KNO3-LiClO4,85-15,P1,580,680,,2.3199,-7.501E-4,,,,,
KNO3-LiClO4,100-0,P1,620,730,,2.3089,-7.295E-4,,,,"For 100% KNO3, the departures from the recommended data set are: 630 K, 0.0%, 730 K, -0.05%.",
KNO3-LiNO3,0-100,P1,555,690,,2.1721,-7.021E-4,,,,"For 100% LiNO3, the departures from the recommended data set are: 560 K, +1.2%, 690 K, 0.0%.",
KNO3-LiNO3,10-90,P1,555,690,,2.2193,-6.695E-4,,,,,
KNO3-LiNO3,20-80,P1,555,705,,2.2516,-6.695E-4,,,,,
KNO3-LiNO3,30-70,P1,555,705,,2.2569,-6.695E-4,,,,,
KNO3-LiNO3,40-60,P1,555,720,,2.244,-6.695E-4,,,,,
KNO3-LiNO3,50-50,P1,540,705,,2.2216,-6.695E-4,,,,,
KNO3-LiNO3,58-42,P1,555,705,,2.2027,-6.695E-4,,,,,
KNO3-LiNO3,60-40,P1,525,705,,2.1984,-6.695E-4,,,,,
KNO3-LiNO3,70-30,P1,540,705,,2.1831,-6.695E-4,,,,,
KNO3-LiNO3,80-20,P1,540,705,,2.1845,-6.695E-4,,,,,
KNO3-LiNO3,90-10,P1,585,720,,2.2113,-6.695E-4,,,,,
KNO3-LiNO3,100-0,P1,630,720,,2.2722,-6.695E-4,,,,"For 100% KNO3, the departures from the recommended data set are: 635 K, +1.2%,725 K, -0.1%.",
KNO3-Mg(NO3)2,66.6-33.4,P1,490,510,,3.1403,-0.00105,,,,,
KNO3-Mg(NO3)2,75.6-24.4,P1,480,570,,2.9356,-9.9273E-4,,,,,
KNO3-Mg(NO3)2,83.0-17.0,P1,520,610,,2.7417,-8.9818E-4,,,,,
KNO3-Mg(NO3)2,89.0-11.0,P1,560,620,,2.6148,-8.7857E-4,,,,,
KNO3-Mg(NO3)2,94.7-5.3,P1,590,660,,2.5389,-8.6667E-4,,,,,
KNO3-Mg(NO3)2,100-0,P1,620,690,,2.3339,-7.6667E-4,,,,"For 100% KNO3, the departures from the recommended data set are: 620 K, 0.0%, 690 K, -0.2%.",
KNO3-NaClO4,36-64,P1,670,710,,2.5045,-8.501E-4,,,,,
KNO3-NaClO4,50-50,P1,670,710,,2.4589,-8.198E-4,,,,,
KNO3-NaClO4,70-30,P1,630,690,,2.406,-8.005E-4,,,,,
KNO3-NaClO4,86-14,P1,590,690,,2.3448,-7.503E-4,,,,,
KNO3-NaClO4,100-0,P1,590,690,,2.3089,-7.295E-4,,,,"For 100% KNO3, the departures from the recommended data set are: 590 K, 0.0%, 690 K, -0.05%.",
KNO3-NaNO2,0-100,P1,580,760,,2.1619,-6.4965E-4,,,,"For 100% NaNO2, the departures from the recommended data set are: 580 K, -0.4%, 760 K, +0.6%.",
KNO3-NaNO2,10-90,P1,535,760,,2.1749,-6.5017E-4,,,,,
KNO3-NaNO2,20-80,P1,505,760,,2.1879,-6.5171E-4,,,,,
KNO3-NaNO2,30-70,P1,475,760,,2.2009,-6.5429E-4,,,,,
KNO3-NaNO2,40-60,P1,460,760,,2.214,-6.579E-4,,,,,
KNO3-NaNO2,47.5-52.5,P1,460,760,,2.2237,-6.6128E-4,,,,,
KNO3-NaNO2,50-50,P1,460,760,,2.227,-6.6253E-4,,,,,
KNO3-NaNO2,60-40,P1,460,760,,2.24,-6.682E-4,,,,,
KNO3-NaNO2,70-30,P1,475,760,,2.253,-6.7489E-4,,,,,
KNO3-NaNO2,80-20,P1,520,760,,2.266,-6.8262E-4,,,,,
KNO3-NaNO2,90-10,P1,580,760,,2.279,-6.9137E-4,,,,,
KNO3-NaNO2,100-0,P1,625,760,,2.2921,-7.0116E-4,,,,"For 100% KNO3, the departures from the recommended data set are: 625 K, 0.0%, 730 K, +0.1%.",
KNO3-NaNO3,0-100,P1,625,720,,2.2775,-6.3788E-4,,,,"For 100% NaNO3, the departures from the recommended data set are: 625 K, +0.1%, 720 K, +0.3%.",
KNO3-NaNO3,10-90,P1,625,720,,2.281,-6.4681E-4,,,,,
KNO3-NaNO3,20-80,P1,625,720,,2.285,-6.5645E-4,,,,,
KNO3-NaNO3,30-70,P1,625,720,,2.2863,-6.622E-4,,,,,
KNO3-NaNO3,40-60,P1,625,720,,2.2905,-6.7242E-4,,,,,
KNO3-NaNO3,50-50,P1,625,720,,2.2906,-6.7606E-4,,,,,
KNO3-NaNO3,54-46,P1,625,720,,2.2911,-6.7841E-4,,,,,
KNO3-NaNO3,60-40,P1,625,720,,2.294,-6.8499E-4,,,,,
KNO3-NaNO3,70-30,P1,625,720,,2.2978,-6.9462E-4,,,,,
KNO3-NaNO3,80-20,P1,625,720,,2.2992,-7.0038E-4,,,,,
KNO3-NaNO3,90-10,P1,625,720,,2.3022,-7.0849E-4,,,,,
KNO3-NaNO3,100-0,P1,625,720,,2.3043,-7.1565E-4,,,,"For 100% KNO3, the departures from the recommended data set are: 625 K, +0.1%,720 K, +0.2%.",
KNO3-Na2Cr2O7,100-0 Na2Cr2O7,I1,693,,,1.8094,0.005853,,,,"For 100% Na2Cr2O7 at 693 K, the data point has been advanced as the recommended data set. For 100% KNO3 at 693 K, the departure from the recommendeddata set is -0.2%.",
KNO3-Pb(NO3)2,70-30,P1,540,620,,3.3165,-9.9821E-4,,,,,
KNO3-Pb(NO3)2,75-25,P1,510,630,,3.172,-9.5668E-4,,,,,
KNO3-Pb(NO3)2,77-23,P1,520,640,,3.1114,-9.3926E-4,,,,,
KNO3-Pb(NO3)2,80-20,P1,530,640,,3.0175,-9.1228E-4,,,,,
KNO3-Pb(NO3)2,85-15,P1,560,650,,2.8531,-8.6502E-4,,,,,
KNO3-Pb(NO3)2,90-10,P1,590,660,,2.6787,-8.1489E-4,,,,,
KNO3-Pb(NO3)2,95-5,P1,610,680,,2.4943,-7.619E-4,,,,,
KNO3-Pb(NO3)2,100-0,P1,620,730,,2.3,-7.0605E-4,,,,"For 100% KNO3, the departures from the recommended data set are: 620 K, +0.2%,730 K, +0.4%.",
KNO3-RbNO3,0-100,P1,595,730,,3.118,-0.0010508,,,,"For 100% RbNO3, the departures from the recommended data set are: 595 K, -0.3%, 730 K, -0.2%.",
KNO3-RbNO3,10-90,P1,590,755,,2.988,-9.394E-4,,,,,
KNO3-RbNO3,20-80,P1,575,770,,2.922,-9.289E-4,,,,,
KNO3-RbNO3,30-70,P1,575,770,,2.855,-9.173E-4,,,,,
KNO3-RbNO3,40-60,P1,575,770,,2.781,-8.938E-4,,,,,
KNO3-RbNO3,50-50,P1,575,755,,2.706,-8.682E-4,,,,,
KNO3-RbNO3,60-40,P1,590,755,,2.634,-8.485E-4,,,,,
KNO3-RbNO3,70-30,P1,590,740,,2.559,-8.244E-4,,,,,
KNO3-RbNO3,80-20,P1,605,740,,2.504,-8.284E-4,,,,,
KNO3-RbNO3,90-10,P1,620,740,,2.434,-8.111E-4,,,,,
KNO3-RbNO3,100-0,P1,635,755,,2.346,-7.665E-4,,,,"For 100% KNO3, the departures from the recommended data set are: 635 K, +0.7%,720 K, +0.5%.",
KNO3-Sr(NO3)2,80-20,P1,630,680,,2.43399,-5.9045E-4,,,,,
KNO3-Sr(NO3)2,85-15,P1,590,680,,2.43399,-6.6656E-4,,,,,
KNO3-Sr(NO3)2,85.7-14.3,P1,590,680,,2.43399,-6.7759E-4,,,,,
KNO3-Sr(NO3)2,90-10,P1,580,680,,2.43399,-7.4729E-4,,,,,
KNO3-Sr(NO3)2,95-5,P1,610,690,,2.43399,-8.3263E-4,,,,,
KNO3-Sr(NO3)2,100-0,P1,620,690,,2.3339,-7.667E-4,,,,"For 100% KNO3, the departures from the recommended data set are: 620 K, 0.0%, 690 K, -0.2%.",
KNO3-TlNO3,20-80,P1,480,610,,5.0955,-0.00157877,,,,,
KNO3-TlNO3,28-72,P1,490,610,,4.8721,-0.00157877,,,,,
KNO3-TlNO3,40-60,P1,510,620,,4.5371,-0.00157877,,,,,
KNO3-TlNO3,70-30,P1,580,630,,3.6994,-0.00157877,,,,,
KNO3-TlNO3,80-20,P1,600,630,,3.4202,-0.00157877,,,,,
KOH,100,P1,673,873,1%,2.013,-4.396E-4,,,,,
KOH-K2CO3,91.4-8.6,P1,680,820,,2.1268,-4.86E-4,,,,,
KOH-K2CO3,93.3-6.7,P1,680,820,,2.1043,-4.78E-4,,,,,
KOH-K2CO3,95.5-4.5,P1,680,820,,2.0552,-4.4E-4,,,,,
KOH-K2CO3,95.7-4.3,P1,680,820,,2.0696,-4.6E-4,,,,,
KOH-K2CO3,97.2-2.8,P1,680,820,,2.0541,-4.52E-4,,,,,
KOH-K2CO3,97.9-2.1,P1,680,820,,2.0382,-4.46E-4,,,,,
KOH-K2CO3,98.3-1.7,P1,680,820,,2.0414,-4.58E-4,,,,,
KOH-K2CO3,100-0,P1,673,873,,2.013,-4.396E-4,,,,"For 100% KOH, the results have been advanced as the recommended data set.",
KOH-K2CO3-K2SiO3,94.1-1.9-4.0,P1,780,870,,2.1214,-4.8E-4,,,,,
KOH-K2CO3-K2SiO3,96.2-1.9-1.9,P1,780,870,,2.0836,-4.7E-4,,,,,
KPO3,100,P1,1170,1470,2%,2.568,-4.2725E-4,,,,,
KPO3-K3PO4,74.5-25.5,P1,1080,1160,,2.6212,-4.101E-4,,,,,
KPO3-K3PO4,77.5-22.5,P1,1080,1160,,2.5938,-3.901E-4,,,,,
KPO3-K3PO4,80-20,P1,1080,1160,,2.4993,-3.101E-4,,,,,
KPO3-K3PO4,82-18,P1,1080,1160,,2.5534,-3.719E-4,,,,,
KPO3-K3PO4,85-15,P1,1020,1160,,2.4708,-3.019E-4,,,,,
KPO3-K3PO4,89-11,P1,1020,1160,,2.5305,-3.519E-4,,,,,
KPO3-K3PO4,91-9,P1,1020,1160,,2.5576,-3.839E-4,,,,,
KPO3-K3PO4,94-6,P1,1020,1160,,2.5816,-4.219E-4,,,,,
KPO3-K3PO4,97-3,P1,1020,1160,,2.5731,-4.2E-4,,,,,
KPO3-K3PO4,100-0,P1,1020,1160,,2.6003,-4.6E-4,,,,"For 100% KPO3, the departures from the recommended data set are: 1020 K, -0.04%, 1170 K, -0.3%.",
KPO3-K4P2O7,70.3-29.7,P1,1070,1130,,2.4645,-2.801E-4,,,,,
KPO3-K4P2O7,75.2-24.8,P1,1070,1130,,2.5136,-3.281E-4,,,,,
KPO3-K4P2O7,80.0-20.0,P1,1070,1130,,2.5189,-3.401E-4,,,,,
KPO3-K4P2O7,85.0-15.0,P1,1070,1130,,2.4847,-3.16E-4,,,,,
KPO3-K4P2O7,90.2-9.8,P1,1070,1130,,2.4435,-2.82E-4,,,,,
KPO3-K4P2O7,95.0-5.0,P1,1070,1130,,2.4514,-2.961E-4,,,,,
KPO3-K4P2O7,100-0,P1,1070,1130,,2.6003,-4.6E-4,,,,"For 100% KPO3, the departures from the recommended data set are: 1070 K, -0.1%, 1130 K, -0.2%.",
KPO3-NiO,100-92.3 KPO3,I1,1123,,,2.955,-0.00859,,,,"For 100% KPO3 at 1123 K, the departure from the recommended data set is -1.0%.",
KPO3-PbO,99.5-91.5 KPO3,I1,1123,,,8.839,-0.0674,,,,,
